name,rating,score,votes,budget,gross,runtime,log_votes,weighted_score,runtime_category,director_top10,writer_top10,star_top30,genre_top10,country_top5,company_top10,is_hit
Dumb and Dumber to,PG-13,0.4999999999999999,0.6910590495088508,0.8137730755173961,0.8525113227906724,0.22115384615384615,11.78296023574194,65.98457732015486,normal,Others,Others,Jim Carrey,Comedy,United States,Universal Pictures,1
How to Train Your Dragon 2,PG,0.7972972972972973,0.7835921330898766,0.9328026963257255,0.9362127159671669,0.1875,12.653961664405363,98.70090098236184,normal,Others,Others,Others,Animation,United States,Others,1
Noah,PG-13,0.5135135135135135,0.758002603960486,0.91908501319418,0.9008370411353257,0.36057692307692313,12.413090879946887,70.75461801569726,long,Others,Others,Others,Action,United States,Paramount Pictures,1
A Walk Among the Tombstones,R,0.6216216216216216,0.6772201033376136,0.7808074807014206,0.7841161853000418,0.2451923076923077,11.652696102959752,75.74252466923839,normal,Others,Others,Others,Action,United States,Others,1
Need for Speed,PG-13,0.6081081081081081,0.715573007420205,0.8600571100058166,0.8641071621252181,0.3317307692307693,12.013706813470414,76.88772360621066,long,Others,Others,Others,Action,United States,Others,1
Rio 2,G,0.5945945945945945,0.6425772856372353,0.90119298953426,0.9220171426904558,0.1826923076923077,11.326607934898927,71.35762998986324,normal,Others,Others,Others,Animation,United States,Others,1
Seventh Son,PG-13,0.4864864864864864,0.6303839684434623,0.8937202540480581,0.8268932805495506,0.1875,11.211833885608511,61.66508637084682,normal,Others,Others,Others,Action,United States,Others,0
Exodus: Gods and Kings,PG-13,0.5540540540540541,0.7136236512642843,0.9295593895649205,0.8819828071817424,0.4182692307692307,11.995357787034976,71.97214672220986,long,Ridley Scott,Others,Others,Action,United Kingdom,Others,0
A Million Ways to Die in the West,R,0.5675675675675674,0.7254054039440546,0.8137730755173961,0.8094945596260439,0.2548076923076923,12.10625783509458,73.84817279407693,normal,Others,Others,Others,Comedy,United States,Others,1
Sabotage,R,0.5135135135135135,0.6098601058296785,0.8014314690385113,0.7210228994199093,0.22115384615384615,11.0186455364637,62.80627955784309,normal,Others,Others,Arnold Schwarzenegger,Action,United States,Others,0
Paddington,PG,0.7162162162162161,0.665512496095863,0.8432060843022263,0.8853120941984132,0.15384615384615385,11.542493975902508,83.10595662649806,normal,Others,Others,Others,Animation,United Kingdom,Others,1
Non-Stop,PG-13,0.6756756756756757,0.7614024830487925,0.8343970640525399,0.8700262532705338,0.20673076923076927,12.445093483000798,85.87114503270551,normal,Others,Others,Others,Action,United Kingdom,Others,1
The Best of Me,PG-13,0.6486486486486486,0.6214009228774041,0.7739580694742204,0.7569401566397032,0.26442307692307687,11.127277689932466,74.55276052254753,normal,Others,Others,Others,Drama,United States,Others,0
Horrible Bosses 2,R,0.5945945945945945,0.7136236512642843,0.8182824945820589,0.82309182441152,0.21634615384615385,11.995357787034976,75.57075405832035,normal,Others,Others,Others,Comedy,United States,Others,1
This Is Where I Leave You,R,0.635135135135135,0.6318099784923848,0.7487802167500842,0.7612802490493937,0.1923076923076923,11.225256725762891,74.08669439003509,normal,Others,Others,Others,Comedy,United States,Others,1
Into the Storm,PG-13,0.527027027027027,0.6182294636717077,0.8343970640525399,0.8492648035567312,0.125,11.097425172408933,64.3650659999718,short,Others,Others,Others,Action,United States,Others,1
Penguins of Madagascar,PG,0.6486486486486486,0.6425772856372353,0.9241210705590991,0.9033583834418784,0.13942307692307693,11.326607934898927,75.88827316382282,normal,Others,Others,Others,Animation,United States,Others,1
Jack Ryan: Shadow Recruit,PG-13,0.581081081081081,0.6869248020598772,0.851248089728123,0.837940842764096,0.20192307692307687,11.744045122410055,72.81307975894235,normal,Others,Others,Others,Action,United States,Paramount Pictures,1
The Book of Life,PG,0.7297297297297296,0.6182294636717077,0.8343970640525399,0.818198950798829,0.15384615384615385,11.097425172408933,81.0112037585852,normal,Others,Others,Others,Animation,United States,Others,0
The November Man,R,0.5945945945945945,0.6166075091500453,0.7231201718424208,0.758674937110839,0.21634615384615385,11.082157933374816,69.81759498026133,normal,Others,Others,Others,Action,United States,Others,1
Dracula Untold,PG-13,0.5945945945945945,0.7271518048721731,0.8654954289716273,0.8683586419132387,0.13942307692307693,12.122696471358964,76.37298776956148,normal,Others,Others,Others,Action,United States,Universal Pictures,1
Unfriended,R,0.4864864864864864,0.6259873639085768,0.472829370366873,0.7884088100631599,0.09615384615384615,11.170449240431308,61.4374708223722,short,Others,Others,Others,Horror,United States,Others,1
I Origins,R,0.7432432432432432,0.680852480118575,0.472829370366873,0.47404006496647083,0.20673076923076927,11.686887175419702,86.48296509810581,normal,Others,Others,Others,Drama,United States,Others,0
Transcendence,PG-13,0.581081081081081,0.7461354935172645,0.898461024381762,0.8202703714692798,0.2692307692307693,12.301387370778713,76.26860169882802,normal,Others,Others,Johnny Depp,Action,United Kingdom,Others,0
Endless Love,PG-13,0.5945945945945945,0.5702125779126997,0.7497091165745452,0.7500859223679837,0.19711538461538458,10.645448706505872,67.066326850987,normal,Others,Others,Others,Drama,United States,Others,0
Before I Go to Sleep,R,0.6081081081081081,0.6318099784923848,0.7585181365721639,0.7065107484094304,0.13942307692307693,11.225256725762891,71.84164304488252,normal,Others,Others,Others,Drama,United Kingdom,Others,0
The Good Lie,PG-13,0.7432432432432432,0.5271382109236692,0.7497091165745452,0.6001124263148709,0.22596153846153844,10.239995502805316,75.77596672075934,normal,Others,Others,Others,Biography,Others,Others,0
Deliver Us from Evil,R,0.581081081081081,0.6289385565666935,0.7871841300150656,0.8100457316010312,0.26442307692307687,11.19822841866684,69.4290161957344,normal,Others,Others,Others,Action,United States,Others,1
The Raid 2,R,0.8243243243243242,0.6790518153291837,0.6118432896963292,0.6426512460895546,0.4182692307692307,11.669937760751914,93.35950208601533,long,Others,Others,Others,Action,Others,Others,0
Taken 3,PG-13,0.5540540540540541,0.7265728552071221,0.8306241011159586,0.8946748173538674,0.21634615384615385,12.117246896289505,72.70348137773702,normal,Others,Luc Besson,Others,Action,France,Others,1
Pompeii,PG-13,0.4864864864864864,0.6705483474710373,0.898461024381762,0.8289250933978305,0.20192307692307687,11.58989576532275,63.744426709275125,normal,Others,Others,Others,Action,Canada,TriStar Pictures,0
Ride Along,PG-13,0.581081081081081,0.6685625590627237,0.7703331046475647,0.8463921305441326,0.17307692307692307,11.571203807011967,71.74146360347422,normal,Others,Others,Others,Action,United States,Universal Pictures,1
That Awkward Moment,R,0.5675675675675674,0.6613045588095313,0.665021173255664,0.7677328544950626,0.1490384615384615,11.502885230075814,70.16759990346246,normal,Others,Others,Others,Comedy,United States,Others,1
The Homesman,R,0.635135135135135,0.5413237886133447,0.7290851287325871,0.607686637255282,0.28365384615384615,10.373522431293592,68.46524804653771,long,Others,Others,Others,Drama,United States,Others,0
"Men, Women & Children",R,0.6486486486486486,0.5379509908409191,0.7290851287325871,0.555685990492621,0.2692307692307693,10.34177474101152,69.28989076477718,normal,Others,Others,Others,Comedy,United States,Paramount Pictures,0
Let's Be Cops,R,0.6081081081081081,0.6894246055426442,0.7346883444657702,0.8392236401748596,0.19711538461538458,11.767575435251748,75.3124827856112,normal,Others,Others,Others,Action,United States,Others,1
A Most Violent Year,R,0.6891891891891891,0.6214009228774041,0.7497091165745452,0.6815840214509903,0.29807692307692313,11.127277689932466,77.89094382952726,long,Others,Others,Others,Action,United States,Others,0
The Loft,R,0.5945945945945945,0.5949252825431411,0.7167435227488349,0.6760518721680704,0.21634615384615385,10.87806606028079,68.53181617976898,normal,Others,Others,Others,Mystery,Others,Others,0
A Most Wanted Man,R,0.6621621621621621,0.6303839684434623,0.7231201718424208,0.7528421665212119,0.28365384615384615,11.211833885608511,76.24047042213789,long,Others,Others,Others,Crime,United Kingdom,Others,1
Clown,R,0.5135135135135135,0.5062410101802298,0.5103043545395786,0.6165458181182268,0.17788461538461536,10.043292972227004,57.24676994169393,normal,Others,Others,Others,Horror,United States,Others,1
The Signal,PG-13,0.5675675675675674,0.6149604074367853,0.6009572235552868,0.5827655492212294,0.16346153846153844,11.06665398721974,67.50658932204041,normal,Others,Others,Others,Drama,United States,Others,0
The Hundred-Foot Journey,PG,0.7297297297297296,0.6373299836707015,0.7585181365721639,0.8111922077420239,0.28365384615384615,11.277215789596893,82.32367526405731,long,Others,Others,Others,Comedy,United States,Others,1
Beyond the Lights,PG-13,0.6756756756756757,0.4676888296353757,0.6526795680971326,0.6942814359593492,0.2548076923076923,9.680406499268877,66.79480484495524,normal,Others,Others,Others,Drama,United States,Others,1
Maps to the Stars,R,0.581081081081081,0.5623397208939446,0.7231201718424208,0.6184225863488542,0.23076923076923073,10.5713425658087,65.54232390801394,normal,Others,Others,Others,Comedy,Canada,Others,0
If I Stay,PG-13,0.6486486486486486,0.6799559627049881,0.6944541795198192,0.8025357343056214,0.21153846153846156,11.678448377988165,78.24560413252071,normal,Others,Others,Others,Drama,United States,Others,1
Still Alice,PG-13,0.7567567567567567,0.6894246055426442,0.6215812079313173,0.7665041940507398,0.1826923076923077,11.767575435251748,88.25681576438811,normal,Others,Others,Others,Drama,United States,Others,1
3 Days to Kill,PG-13,0.581081081081081,0.651179143308526,0.7808074807014206,0.7776944007615982,0.2596153846153846,11.407576060361786,70.72697157424307,normal,Others,Others,Kevin Costner,Action,United States,Others,0
Love & Mercy,PG-13,0.7432432432432432,0.5567471253106125,0.6856451599423127,0.7376730794473121,0.27884615384615385,10.518700218288163,77.83838161533242,long,Others,Others,John Cusack,Biography,United States,Others,1
Big Eyes,PG-13,0.6891891891891891,0.6487917083242044,0.6856451599423127,0.7390357692326288,0.20673076923076927,11.38510345703214,79.69572419922498,normal,Tim Burton,Others,Others,Biography,United States,Others,1
Addicted,R,0.43243243243243235,0.41776076526194195,0.6215812079313173,0.7060142365319284,0.20673076923076927,9.210440366976515,46.97324587158023,normal,Others,Others,Others,Drama,United States,Others,1
The Water Diviner,R,0.6891891891891891,0.6289385565666935,0.7605951847694704,0.7562119316039955,0.23076923076923073,11.19822841866684,78.38759893066788,normal,Others,Others,Others,Drama,Others,Others,0
Selma,PG-13,0.7567567567567567,0.6487917083242044,0.7497091165745452,0.7922966381171959,0.3125,11.38510345703214,85.38827592774106,long,Others,Others,Others,Biography,United Kingdom,Others,1
Veronica Mars,PG-13,0.6621621621621621,0.5908387965786827,0.6384322308341582,0.6017819983613362,0.21153846153846156,10.839600519357369,73.7092835316301,normal,Others,Others,Others,Crime,United States,Others,0
Million Dollar Arm,PG,0.6891891891891891,0.5751546368021322,0.7703331046475647,0.7567289089393097,0.2932692307692307,10.691967639914864,74.84377347940405,long,Others,Others,Others,Biography,United States,Walt Disney Pictures,0
The One I Love,R,0.7027027027027026,0.5567471253106125,0.2600143294274536,0.4879402747582848,0.13461538461538458,10.518700218288163,74.68277154984597,normal,Others,Others,Others,Comedy,United States,Others,1
Jersey Boys,R,0.6621621621621621,0.5445927945487051,0.8137730755173961,0.7931212379045938,0.34134615384615385,10.404293143019792,70.74919337253459,long,Clint Eastwood,Others,Others,Biography,United States,Others,0
Draft Day,PG-13,0.6621621621621621,0.6007745926215647,0.7703331046475647,0.7402830285703179,0.22596153846153844,10.933124826700707,74.34524882156481,normal,Others,Others,Kevin Costner,Drama,United States,Others,0
And So It Goes,PG-13,0.527027027027027,0.4456312582643768,0.7399711967991446,0.72997211331065,0.1490384615384615,9.472781556562168,54.942133028060574,normal,Others,Others,Others,Comedy,United States,Others,0
A Haunted House 2,R,0.3783783783783784,0.4913937325280403,0.6009572235552868,0.7298185495596177,0.11057692307692307,9.90353755128617,46.54662649104501,short,Others,Others,Others,Comedy,United States,Others,1
The Gambler,R,0.5675675675675674,0.6214009228774041,0.7703331046475647,0.7580522997998222,0.23076923076923073,11.127277689932466,67.87639390858804,normal,Others,Others,Mark Wahlberg,Crime,United States,Paramount Pictures,0
Cake,R,0.6081081081081081,0.5538364043659921,0.6526795680971326,0.5786137744357012,0.1875,10.491301994830229,67.14433276691346,normal,Others,Others,Others,Drama,United States,Others,0
"I, Frankenstein",PG-13,0.43243243243243235,0.6373299836707015,0.858646017592079,0.8013095096261609,0.13942307692307693,11.277215789596893,57.51380052694415,normal,Others,Others,Others,Action,United States,Others,0
Muppets Most Wanted,PG,0.6081081081081081,0.5445927945487051,0.8343970640525399,0.8042504538376596,0.21153846153846156,10.404293143019792,66.58747611532668,normal,Others,Others,Others,Adventure,United States,Walt Disney Pictures,0
Pawn Sacrifice,PG-13,0.6891891891891891,0.5702125779126997,0.7449683464354199,0.6321271952982248,0.25,10.645448706505872,74.5181409455411,normal,Others,Others,Others,Biography,United States,Others,0
Left Behind,PG-13,0.16216216216216217,0.5595802197737881,0.7290851287325871,0.7348273587277383,0.22596153846153844,10.545367754151744,32.6906400378704,normal,Others,Others,Nicolas Cage,Action,United States,Others,0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",PG,0.581081081081081,0.5702125779126997,0.7808074807014206,0.8187594069483586,0.08653846153846151,10.645448706505872,66.00178198033642,short,Others,Others,Others,Comedy,United States,Walt Disney Pictures,1
St. Vincent,PG-13,0.7162162162162161,0.6602260063882829,0.709894111775549,0.7795769712976115,0.1875,11.49273296168228,82.74767732411242,normal,Others,Others,Others,Comedy,United States,Others,1
The Legend of Hercules,PG-13,0.31081081081081086,0.5949252825431411,0.8654954289716273,0.7867431912606031,0.17307692307692307,10.87806606028079,45.687877453179325,normal,Others,Others,Others,Action,United States,Others,0
Step Up All in,PG-13,0.5540540540540541,0.5445927945487051,0.8246591439690568,0.8087322745149155,0.23557692307692313,10.404293143019792,62.42575885811876,normal,Others,Others,Others,Drama,United States,Others,0
God's Not Dead,PG,0.3783783783783784,0.5676525740522481,0.5368932854079981,0.7902239400783448,0.24038461538461542,10.62135173563291,49.92035315747468,normal,Others,Others,Others,Drama,United States,Others,1
Winter's Tale,PG-13,0.581081081081081,0.5949252825431411,0.851248089728123,0.7423606052584557,0.26442307692307687,10.87806606028079,67.4440095737409,normal,Others,Others,Others,Drama,United States,Others,0
Mr. Peabody & Sherman,PG,0.6621621621621621,0.6166075091500453,0.9328026963257255,0.8837676077996812,0.13942307692307693,11.082157933374816,75.35867394694874,normal,Others,Others,Others,Animation,United States,Others,0
Tammy,R,0.4054054054054054,0.5865888116819079,0.7497091165745452,0.8185805083541762,0.16346153846153844,10.799595985047786,52.91802032673415,normal,Others,Others,Others,Comedy,United States,Others,1
A Long Way Down,R,0.6081081081081081,0.5413237886133447,0.7024961843855658,0.6491062853147633,0.15865384615384615,10.373522431293592,66.390543560279,normal,Others,Others,Others,Comedy,United Kingdom,Others,0
The Rover,R,0.6081081081081081,0.5798769794896549,0.7024961843855658,0.5806016137233492,0.1923076923076923,10.736418414365376,68.71307785193841,normal,Others,Others,Others,Action,Others,Others,0
Lost River,R,0.5135135135135135,0.47412905216370305,0.5368932854079981,0.4899164269471377,0.15384615384615385,9.741027444837728,55.523856435575055,normal,Others,Others,Others,Drama,United States,Others,0
Magic in the Moonlight,PG-13,0.6216216216216216,0.6182294636717077,0.7335945476322056,0.7749338069310703,0.16346153846153844,11.097425172408933,72.13326362065806,normal,Woody Allen,Woody Allen,Others,Comedy,United States,Others,1
The Quiet Ones,PG-13,0.43243243243243235,0.4913937325280403,0.3240778285605933,0.707111806246459,0.16826923076923078,9.90353755128617,50.50804151155947,normal,Others,Others,Others,Horror,United Kingdom,Others,1
Barefoot,PG-13,0.635135135135135,0.5107622481522179,0.6384322308341582,0.2505848522089665,0.1298076923076923,10.085850775128716,66.56661511584953,normal,Others,Others,Others,Comedy,United States,Others,0
No Good Deed,PG-13,0.4999999999999999,0.4913937325280403,0.7113052041031099,0.7789693619199751,0.10096153846153844,9.90353755128617,55.45981028720255,short,Others,Others,Others,Others,United States,Others,1
Serena,R,0.472972972972973,0.5271382109236692,0.7871841300150656,0.6262414972608799,0.22115384615384615,10.239995502805316,55.29597571514871,normal,Others,Others,Others,Drama,Others,Others,0
The Duke of Burgundy,Not Rated,0.6216216216216216,0.4371283956946741,0.472829370366873,0.41241355454987466,0.19711538461538458,9.39274525863144,61.05284418110437,normal,Others,Others,Others,Drama,United Kingdom,Others,0
Wish I Was Here,R,0.6486486486486486,0.5567471253106125,0.6384322308341582,0.6331854418077154,0.20673076923076927,10.518700218288163,70.4752914625307,normal,Others,Others,Others,Comedy,United States,Others,0
Get on Up,PG-13,0.6756756756756757,0.5062410101802298,0.7871841300150656,0.7476831701243849,0.3653846153846154,10.043292972227004,69.29872150836633,long,Others,Others,Others,Biography,United Kingdom,Others,0
Suffragette,PG-13,0.6756756756756757,0.5650293554348617,0.7167435227488349,0.7447697503909219,0.20673076923076927,10.59665973278358,73.1169521562067,normal,Others,Others,Others,Drama,United Kingdom,Others,1
Ouija,PG-13,0.3513513513513513,0.5887350550466303,0.6215812079313173,0.8206748748446078,0.125,10.819798284210286,48.68909227894629,short,Others,Others,Others,Horror,United States,Universal Pictures,1
Heaven Is for Real,PG,0.527027027027027,0.5192654511860612,0.7024961843855658,0.819605412251303,0.17307692307692307,10.165890277802454,58.96216361125423,normal,Others,Others,Others,Biography,United States,TriStar Pictures,1
While We're Young,R,0.5945945945945945,0.5843983136851901,0.6856451599423127,0.7081263421346373,0.16346153846153844,10.778977123006351,67.90755587494002,normal,Others,Others,Ben Stiller,Comedy,United States,Others,0
Think Like a Man Too,PG-13,0.527027027027027,0.4913937325280403,0.7665601417880045,0.795494201079288,0.20673076923076927,9.90353755128617,57.44051779745979,normal,Others,Others,Others,Comedy,United States,Others,1
Planes: Fire & Rescue,PG,0.5540540540540541,0.47412905216370305,0.8343970640525399,0.8431796444928219,0.09615384615384615,9.741027444837728,58.44616466902637,short,Others,Others,Others,Animation,United States,Others,1
Top Five,R,0.6081081081081081,0.5192654511860612,0.7024961843855658,0.7317206340183058,0.1875,10.165890277802454,65.0616977779357,normal,Others,Others,Others,Comedy,United States,Others,1
99 Homes,R,0.7027027027027026,0.5413237886133447,0.665021173255664,0.5601538999053062,0.23557692307692313,10.373522431293592,73.6520092621845,normal,Others,Others,Others,Drama,United States,Others,0
Black or White,PG-13,0.635135135135135,0.4371283956946741,0.6759072406803831,0.7201632404603973,0.27884615384615385,9.39274525863144,61.99211870696751,long,Others,Others,Kevin Costner,Drama,United States,Others,1
Laggies,R,0.6081081081081081,0.5727123421801673,0.6215812079313173,0.5771473454948499,0.17307692307692307,10.66897865021924,68.28146336140314,normal,Others,Others,Others,Comedy,United States,Others,0
Mad Max: Fury Road,R,0.8378378378378376,0.8972062872446535,0.9359360390546126,0.9037275052862588,0.27403846153846156,13.723396365547096,111.15951056093148,long,Others,Others,Others,Action,Others,Warner Bros.,1
Crimson Peak,R,0.6216216216216216,0.6950384204740633,0.8432060843022263,0.7995023889915025,0.2692307692307693,11.820417517632333,76.83271386461016,normal,Others,Others,Others,Drama,Canada,Others,0
Furious 7,PG-13,0.7027027027027026,0.8013656082195494,0.9577842148150822,0.9937101187646165,0.3557692307692307,12.821260987319455,91.03095300996814,long,Others,Others,Others,Action,United States,Universal Pictures,1
The Hateful Eight,R,0.7972972972972973,0.8413334305296593,0.8225820957250712,0.8472267555590913,0.5048076923076923,13.197472705176985,102.94028710038046,long,Others,Others,Others,Crime,United States,Others,1
Ant-Man,PG-13,0.7297297297297296,0.8518345542011091,0.9227099781345892,0.9246195869985614,0.2596153846153846,13.296318365198625,97.06312406594996,normal,Others,Others,Others,Action,United States,Others,1
Fifty Shades of Grey,R,0.29729729729729726,0.7804926097900929,0.8137730755173961,0.9305886810278412,0.29807692307692313,12.624786269856632,51.7616237064122,long,Others,Others,Others,Drama,United States,Others,1
Sicario,R,0.7702702702702701,0.8058630966633406,0.7871841300150656,0.8077566449262978,0.27884615384615385,12.863595239117188,97.7633238172906,long,Others,Others,Others,Action,United States,Others,1
The Witch,R,0.6756756756756757,0.7451652849983,0.6009572235552868,0.7599027443314448,0.13942307692307693,12.292254928916668,84.81655900952501,normal,Others,Others,Others,Drama,Canada,Others,1
The Big Short,R,0.7972972972972973,0.8044779753143351,0.7808074807014206,0.8369510999370771,0.3221153846153846,12.850557278777307,100.234346774463,long,Others,Others,Others,Biography,United States,Paramount Pictures,1
Jurassic World,PG-13,0.6891891891891891,0.8514768521772652,0.9359360390546126,0.9999999999999998,0.2932692307692307,13.292951364319082,93.05065955023358,long,Others,Others,Others,Action,United States,Universal Pictures,1
The Revenant,R,0.8243243243243242,0.8734126833249206,0.926198118834204,0.9262921066164713,0.4471153846153846,13.499430382731967,107.99544306185574,long,Others,Others,Others,Action,United States,Others,1
The Martian,PG-13,0.8243243243243242,0.8810043006464136,0.9055741300080938,0.937101846088704,0.38942307692307687,13.570889252111332,108.56711401689066,long,Ridley Scott,Others,Matt Damon,Adventure,United Kingdom,Twentieth Century Fox,1
Room,R,0.8378378378378376,0.8058630966633406,0.709894111775549,0.7513438856165005,0.26442307692307687,12.863595239117188,104.1951214368492,normal,Others,Others,Others,Drama,Canada,Others,1
Spotlight,R,0.8378378378378376,0.8185593766091154,0.7497091165745452,0.8174881555980005,0.3173076923076923,12.983103608918752,105.1631392322419,long,Others,Others,Others,Biography,United States,Others,1
American Ultra,R,0.5675675675675674,0.6475775652185128,0.7808074807014206,0.7344886024973682,0.15865384615384615,11.373674891823535,69.37941684012357,normal,Others,Others,Others,Action,United States,Others,0
The Man from U.N.C.L.E.,PG-13,0.7297297297297296,0.7740083265017227,0.8718720784173076,0.8227310611927068,0.2548076923076923,12.563750586299374,91.71537927998544,normal,Others,Others,Others,Action,United States,Warner Bros.,0
Terminator Genisys,PG-13,0.5945945945945945,0.7655048139313511,0.9389666305133645,0.914015640543961,0.3028846153846154,12.483708170000067,78.64736147100042,long,Others,Others,Arnold Schwarzenegger,Action,United States,Paramount Pictures,1
Cinderella,PG,0.6756756756756757,0.715573007420205,0.8937202540480581,0.9274210454131435,0.20192307692307687,12.013706813470414,82.89457701294586,normal,Others,Others,Others,Drama,United States,Others,1
Legend,R,0.6756756756756757,0.7149271882049476,0.7871841300150656,0.7638479216227025,0.3317307692307693,12.00762780434872,82.85263185000618,long,Others,Others,Others,Biography,United Kingdom,Others,0
Chappie,R,0.6621621621621621,0.7531426775455089,0.8325298337312524,0.8201278496703539,0.27403846153846156,12.367345048436391,84.09794632936746,long,Others,Others,Others,Action,Others,Columbia Pictures,1
Knock Knock,R,0.4054054054054054,0.6475775652185128,0.5575172651627937,0.6319950313857767,0.17307692307692307,11.373674891823535,55.73100696993533,normal,Others,Others,Keanu Reeves,Drama,United States,Others,1
In the Heart of the Sea,PG-13,0.6756756756756757,0.6885978562121379,0.898461024381762,0.8142923281439072,0.28365384615384615,11.759793355371237,81.14257415206154,long,Ron Howard,Others,Others,Action,United States,Warner Bros.,0
The Bronze,R,0.5675675675675674,0.4278853223684982,0.5886156200471969,0.4899495415862541,0.17788461538461536,9.305741456739437,56.76502288611055,normal,Others,Others,Others,Comedy,United States,Others,0
The Intern,PG-13,0.7027027027027026,0.7513188194702803,0.8014314690385113,0.8612808015737725,0.27884615384615385,12.35017731849889,87.68625896134212,long,Others,Others,Robert De Niro,Comedy,United States,Others,1
The Hunger Games: Mockingjay - Part 2,PG-13,0.635135135135135,0.7780177538409704,0.9419009962913717,0.9399244686102395,0.3557692307692307,12.601490784782536,83.16983917956473,long,Others,Others,Others,Action,United States,Others,1
Everest,PG-13,0.7027027027027026,0.7386332894353499,0.8432060843022263,0.8641547355164743,0.27884615384615385,12.230770136157428,86.83846796671773,long,Others,Others,Others,Action,United Kingdom,Others,1
Blackhat,R,0.472972972972973,0.6007745926215647,0.8654954289716273,0.7133705929747305,0.33653846153846156,10.933124826700707,59.03887406418382,long,Others,Others,Others,Action,United States,Others,0
Spy,R,0.6891891891891891,0.7526896400720605,0.858646017592079,0.8736455765444329,0.27403846153846156,12.36308066783498,86.54156467484486,long,Others,Others,Others,Action,United States,Twentieth Century Fox,1
Fantastic Four,PG-13,0.31081081081081086,0.709614235389742,0.9153120502113864,0.8517646942344745,0.17788461538461536,11.95761769646754,50.221994325163664,normal,Others,Others,Others,Action,United States,Twentieth Century Fox,0
Mission: Impossible - Rogue Nation,PG-13,0.7432432432432432,0.7954620181432391,0.9359360390546126,0.9422697911963609,0.32692307692307687,12.765691290604371,94.46611555047237,long,Others,Others,Tom Cruise,Action,United States,Paramount Pictures,1
The Visit,PG-13,0.581081081081081,0.680852480118575,0.6215812079313173,0.8173309433191214,0.1490384615384615,11.686887175419702,72.45870048760216,normal,Others,M. Night Shyamalan,Others,Horror,United States,Others,1
Vacation,R,0.5675675675675674,0.665512496095863,0.7902147213943124,0.822841329815732,0.17307692307692307,11.542493975902508,70.40921325300529,normal,Others,Others,Others,Adventure,United States,Others,1
Creed,PG-13,0.7702702702702701,0.7614024830487925,0.8014314690385113,0.8539131337735504,0.33653846153846156,12.445093483000798,94.58271047080606,long,Others,Others,Others,Drama,United States,Metro-Goldwyn-Mayer (MGM),1
The Age of Adaline,PG-13,0.7162162162162161,0.712303921004802,0.7703331046475647,0.7912009973457641,0.23557692307692313,11.982935344196433,86.27713447821432,normal,Others,Others,Others,Drama,United States,Others,1
Black Mass,R,0.6756756756756757,0.7193675874710524,0.8397825537501181,0.8181938569352862,0.28846153846153844,12.049424683420916,83.14103031560431,long,Others,Others,Johnny Depp,Biography,United States,Others,0
Focus,R,0.635135135135135,0.7489940633675577,0.8345817289638288,0.8481611501307931,0.20192307692307687,12.328294703023394,81.3667450399544,normal,Others,Others,Will Smith,Comedy,United States,Others,1
Home,PG,0.635135135135135,0.6569230519036525,0.926198118834204,0.9054864928769673,0.1490384615384615,11.461642696843066,75.64684179916424,normal,Others,Others,Others,Animation,United States,Others,1
Jupiter Ascending,PG-13,0.45945945945945943,0.7259907332166909,0.950710016656589,0.8576395194238615,0.3076923076923077,12.111767460549332,64.19236754091146,long,Others,Others,Others,Action,United States,Warner Bros.,0
I Saw the Light,R,0.527027027027027,0.37522022986074877,0.709894111775549,0.5579912095753519,0.28846153846153844,8.81001204797317,51.09806987824439,long,Others,Others,Others,Biography,United States,Others,0
Minions,PG,0.6081081081081081,0.7451652849983,0.8706314590120249,0.9764389828122095,0.13461538461538458,12.292254928916668,78.67043154506668,normal,Others,Others,Others,Animation,United States,Others,1
Pitch Perfect 2,PG-13,0.6081081081081081,0.7025761076662315,0.7840507873711667,0.8863920179643685,0.25,11.891368749982083,76.10475999988535,normal,Others,Others,Others,Comedy,United States,Others,1
San Andreas,PG-13,0.5675675675675674,0.7456514968005453,0.907270044715471,0.9187281138209458,0.2451923076923077,12.296831574998258,75.01067260748937,normal,Others,Others,Dwayne Johnson,Action,United States,New Line Cinema,1
Trainwreck,R,0.581081081081081,0.6918669375974219,0.8014314690385113,0.8404125648581939,0.29807692307692313,11.790564777297387,73.1015016192438,long,Others,Others,Others,Comedy,United States,Universal Pictures,1
Tomorrowland,PG,0.6081081081081081,0.7218240429311634,0.9577842148150822,0.8659092589507222,0.3221153846153846,12.07254696717504,77.26430058992025,long,Others,Others,Others,Action,United States,Walt Disney Pictures,0
Bridge of Spies,PG-13,0.7702702702702701,0.7772999320515418,0.8137730755173961,0.8508339585930573,0.3798076923076923,12.59473402514672,95.71997859111508,long,Steven Spielberg,Others,Tom Hanks,Drama,United States,Others,1
The Danish Girl,R,0.7027027027027026,0.7187444950310776,0.7231201718424208,0.789738487905056,0.2692307692307693,12.04355959836804,85.50927314841307,normal,Others,Others,Others,Biography,United Kingdom,Others,1
The Divergent Series: Insurgent,PG-13,0.581081081081081,0.7475743927134725,0.907270044715471,0.888569883642176,0.2692307692307693,12.314931534737134,76.35257551537023,normal,Others,Others,Others,Action,United States,Others,1
Straight Outta Compton,R,0.7972972972972973,0.7277276166002621,0.7808074807014206,0.8635836967761263,0.40384615384615385,12.128116509451258,94.5993087737198,long,Others,Others,Others,Biography,United States,Universal Pictures,1
